Winston,8,MSU19429,362.97,96.00,2022:09:08,0.00,3.08E-08
Winston,8,MSU19092,351.72,94.50,2022:09:06,0.00,2.84E-08
Winston,8,MSU18182,340.64,93.00,2022:08:23,0.00,2.66E-08
Winston,9,MSU18524,359.20,95.50,2022:08:11,-0.15,2.69E-08
Winston,9,MSU18162,336.99,92.50,2022:08:19,0.00,1.61E-08
Winston,9,MSU19411,362.97,96.00,2022:09:06,0.00,3.25E-08
Winston,9,MSU04750,348.00,94.00,2022:07:11,-0.10,2.69E-08
Winston,9,MSU18829,348.00,94.00,2022:09:01,0.00,5.35E-08
Winston,9,MSU19423,355.45,95.00,2022:09:08,-0.05,3.48E-08
Winston,9,MSU19068,359.20,95.50,2022:09:06,0.05,4.95E-08
Winston,9,MSU18576,355.45,95.00,2022:08:26,-0.10,2.99E-08
Winston,9,MSU17460,355.45,95.00,2022:05:24,0.05,2.01E-06
Winston,9,MSU18287,344.31,93.50,2022:08:17,0.00,1.70E-08
Winston,10,MSU18163,351.72,94.50,2022:08:19,-0.10,1.57E-08
Winston,10,MSU19438,362.97,96.00,2022:09:08,-0.05,3.27E-08
Winston,10,MSU18140,359.20,95.50,2022:08:19,-0.10,3.61E-08
Winston,10,MSU19364,340.64,93.00,2022:09:08,0.00,3.46E-08
Winston,10,MSU19186,348.00,94.00,2022:09:06,0.00,3.39E-08
Winston,10,MSU18824,355.45,95.00,2022:09:02,0.00,2.57E-08
Winston,10,MSU19418,351.72,94.50,2022:09:08,0.00,2.85E-08
Winston,10,MSU18572,359.20,95.50,2022:08:26,-0.15,3.30E-08
Winston,10,MSU18800,348.00,94.00,2022:09:01,-0.15,3.75E-08
Winston,10,MSU19417,355.45,95.00,2022:09:08,-0.05,2.26E-08
