,tubeID,End,Received,leakrate,bend,flagE,T1Date,Length,Frequency,Tension,flag,L,dFrequency,dTension,dDays,flag2,DCday,sys,DC,HVseconds,DCflag,ENDday,done?,ok,Comment
19623,MSU21300,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.62,93.7,352.879,pass,B,0.60,-4.991,32D,Pass2,22-11-18,CAEN,1.00,234783,OK,22/12/20,2,OK,UM BIS5C14 
19624,MSU21301,IHEP,2022-11-17,0.00E+00,0.00,PASS,23-01-09,1624.42,93.0,347.849,pass,B,0.70,-5.030,53D,Pass2,22-12-08,CAEN,-0.01,57680,OK,23/01/09,1,YES,UM BIS5A16 
19625,MSU21302,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.71,93.0,347.849,pass,B,0.70,-5.030,32D,Pass2,22-11-18,CAEN,0.57,234787,OK,22/12/20,2,OK,UM BIS5C14 
19626,MSU21303,IHEP,2022-11-17,0.00E+00,0.00,PASS,23-01-18,1624.60,93.0,347.849,pass,B,0.70,-5.030,61D,Pass2,22-11-30,CAEN,0.50,548211,OK,23/01/18,3,YES,UM  
19627,MSU21304,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.48,92.7,345.385,pass,B,0.60,-4.937,32D,Pass2,22-11-18,CAEN,0.49,234791,OK,22/12/20,2,OK,UM BIS5C14 
19628,MSU21305,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.02,92.3,342.855,pass,A,0.40,-2.530,27D,Pass2,22-11-18,CAEN,0.40,234786,OK,22/12/14,3,OK,UM BIS5C14 
19629,MSU21306,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.04,92.0,340.409,pass,A,0.70,-4.976,32D,Pass2,22-11-18,CAEN,0.49,234732,OK,22/12/20,2,OK,UM BIS5C14 
19630,MSU21307,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.69,92.7,345.385,pass,B,0.60,-4.937,27D,Pass2,22-11-18,CAEN,0.70,234774,OK,22/12/14,3,OK,UM BIS5C14 
19631,MSU21308,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-22,1624.58,93.0,347.849,pass,B,0.70,-5.030,34D,Pass2,22-11-21,CAEN,-0.01,294609,OK,22/12/22,4,YES,UM BIS5A16 
19632,MSU21309,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-21,1624.54,92.0,340.409,pass,B,0.70,-4.976,33D,Pass2,22-11-21,CAEN,0.02,10571,OK,22/12/21,3,YES,UM BIS5A16 
19633,MSU21310,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-22,1624.46,93.3,350.322,pass,B,0.40,-2.557,34D,Pass2,22-11-21,CAEN,0.01,294573,OK,22/12/22,4,YES,UM BIS5A16 
19634,MSU21311,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.95,93.3,350.322,pass,C,0.70,-5.048,32D,Pass2,22-11-18,CAEN,1.46,234783,OK,22/12/20,2,OK,UM BIS5C14 
19635,MSU21312,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-21,1624.60,93.7,352.879,pass,B,0.60,-4.991,33D,Pass2,22-11-21,CAEN,-0.49,10558,OK,22/12/21,3,YES,UM BIS5A16 
19636,MSU21313,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.62,92.0,340.409,pass,B,1.70,-12.470,32D,Pass2,22-11-18,CAEN,-0.12,234791,OK,22/12/20,2,OK,UM BIS5C14 
19637,MSU21314,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.58,93.0,347.849,pass,B,1.00,-7.521,27D,Pass2,22-11-18,CAEN,0.01,234788,OK,22/12/14,3,OK,UM BIS5C14 
19638,MSU21315,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.75,93.7,352.879,pass,B,0.60,-4.991,32D,Pass2,22-11-18,CAEN,-0.53,234753,OK,22/12/20,2,OK,UM BIS5C14 
19639,MSU21316,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.64,92.7,345.385,pass,B,0.60,-4.937,32D,Pass2,22-11-18,CAEN,0.03,234773,OK,22/12/20,2,OK,UM BIS5C14 
19640,MSU21317,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.55,92.7,345.385,pass,B,0.60,-4.937,27D,Pass2,22-11-18,CAEN,0.05,234779,OK,22/12/14,3,OK,UM BIS5C14 
19641,MSU21318,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-21,1624.89,92.7,345.385,pass,C,0.30,-2.464,33D,Pass2,22-11-21,CAEN,0.38,10570,OK,22/12/21,3,YES,UM BIS5A16 
19642,MSU21319,IHEP,2022-11-17,0.00E+00,0.00,PASS,23-01-18,1624.59,92.7,345.385,pass,B,0.60,-4.937,61D,Pass2,22-11-21,CAEN,-0.43,10553,OK,23/01/18,3,YES,UM  
19643,MSU21320,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.48,93.3,350.322,pass,B,0.70,-5.048,32D,Pass2,22-11-18,CAEN,-0.46,234783,OK,22/12/20,2,OK,UM BIS5C14 
19644,MSU21321,IHEP,2022-11-17,0.00E+00,0.00,PASS,23-01-18,1624.74,94.3,357.870,pass,B,0.70,-5.101,61D,Pass2,22-11-21,CAEN,-0.00,10553,OK,23/01/18,3,YES,UM  
19645,MSU21322,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.70,94.3,357.870,pass,B,0.40,-2.584,27D,Pass2,22-11-18,CAEN,0.50,234737,OK,22/12/14,3,OK,UM BIS5C14 
19646,MSU21323,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.78,94.7,360.454,pass,C,0.60,-5.043,27D,Pass2,22-11-18,CAEN,0.56,234775,OK,22/12/14,3,OK,UM BIS5C14 
19647,MSU21324,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.67,93.7,352.879,pass,B,0.30,-2.491,27D,Pass2,22-11-18,CAEN,0.87,234737,OK,22/12/14,3,OK,UM BIS5C14 
19648,MSU21325,IHEP,2022-11-17,0.00E+00,0.00,PASS,23-01-09,1624.84,94.3,357.870,pass,C,0.40,-2.584,53D,Pass2,22-12-08,CAEN,0.96,57684,OK,23/01/09,1,YES,UM BIS5A16 
19649,MSU21326,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.63,93.7,352.879,pass,B,0.60,-4.991,32D,Pass2,22-11-18,CAEN,0.30,234773,OK,22/12/20,2,OK,UM BIS5C14 
19650,MSU21327,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.73,94.0,355.370,pass,B,0.70,-5.084,27D,Pass2,22-11-18,CAEN,-0.49,234785,OK,22/12/14,3,OK,UM BIS5C14 
19651,MSU21328,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.84,93.7,352.879,pass,C,0.30,-2.491,32D,Pass2,22-11-18,CAEN,1.02,234787,OK,22/12/20,2,OK,UM BIS5C14 
19652,MSU21329,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.59,93.7,352.879,pass,B,0.60,-4.991,27D,Pass2,22-11-18,CAEN,0.74,234753,OK,22/12/14,3,OK,UM BIS5C14 
19653,MSU21330,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.87,93.7,352.879,pass,C,0.60,-4.991,27D,Pass2,22-11-18,CAEN,0.49,234755,OK,22/12/14,3,OK,UM BIS5C14 
19654,MSU21331,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-20,1624.79,94.3,357.870,pass,C,0.70,-5.101,32D,Pass2,22-11-18,CAEN,0.90,234788,OK,22/12/20,2,OK,UM BIS5C14 
19655,MSU21332,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-11-17,1624.79,78.3,246.764,fail,C,------,--------,----,-----,--------,----,------,-------,----,--/--/--,0,NO,UM  
19656,MSU21333,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.66,93.3,350.322,pass,B,0.70,-5.048,27D,Pass2,22-11-18,CAEN,0.60,234776,OK,22/12/14,3,OK,UM BIS5C14 
19657,MSU21334,IHEP,2022-11-17,0.00E+00,0.00,PASS,23-01-18,1624.82,93.0,347.849,pass,C,1.00,-7.521,61D,Pass2,22-11-21,CAEN,0.09,10566,OK,23/01/18,3,YES,UM  
19658,MSU21335,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-21,1624.62,93.3,350.322,pass,B,0.70,-5.048,33D,Pass2,22-11-21,CAEN,0.01,10530,OK,22/12/21,3,YES,UM BIS5A16 
19659,MSU21336,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.56,93.0,347.849,pass,B,1.00,-7.521,27D,Pass2,22-11-18,CAEN,0.15,234789,OK,22/12/14,3,OK,UM BIS5C14 
19660,MSU21337,IHEP,2022-11-17,0.00E+00,0.00,PASS,22-12-14,1624.57,92.7,345.385,pass,B,1.00,-7.494,27D,Pass2,22-11-18,CAEN,1.00,234785,OK,22/12/14,3,OK,UM BIS5C14 
19661,MSU21338,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-09,1624.74,93.0,347.849,pass,B,0.70,-5.030,20D,Pass2,22-11-21,CAEN,0.77,9215,OK,22/12/09,5,OK,UM BIS5A12 
19662,MSU21339,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-21,1624.71,92.0,340.409,pass,B,0.70,-4.976,32D,Pass2,22-11-21,CAEN,0.22,9229,OK,22/12/21,3,YES,UM BIS5A16 
19663,MSU21340,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-13,1624.73,92.7,345.385,pass,B,1.00,-7.494,24D,Pass2,22-11-21,CAEN,0.02,9226,OK,22/12/13,2,OK,UM BIS5A12 
19664,MSU21341,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-09,1624.66,93.3,350.322,pass,B,0.40,-2.557,20D,Pass2,22-11-21,CAEN,0.02,9222,OK,22/12/09,5,OK,UM BIS5A12 
19665,MSU21342,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-13,1624.88,93.0,347.849,pass,C,0.70,-5.030,24D,Pass2,22-11-21,CAEN,0.01,9214,OK,22/12/13,2,OK,UM BIS5A12 
19666,MSU21343,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-14,1624.86,92.7,345.385,pass,C,0.60,-4.937,26D,Pass2,22-11-23,CAEN,0.06,7252,OK,22/12/14,3,OK,UM BIS5A12 
19667,MSU21344,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-21,1624.62,93.0,347.849,pass,B,0.30,-2.473,32D,Pass2,22-11-21,CAEN,0.26,9218,OK,22/12/21,3,YES,UM BIS5A16 
19668,MSU21345,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-21,1624.75,92.7,345.385,pass,B,0.60,-4.937,32D,Pass2,22-11-21,CAEN,0.09,9229,OK,22/12/21,3,YES,UM BIS5A16 
19669,MSU21346,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-20,1624.56,92.7,345.385,pass,B,0.60,-4.937,31D,Pass2,22-11-21,CAEN,0.57,9233,OK,22/12/20,2,OK,UM BIS5C14 
19670,MSU21347,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-09,1624.94,93.0,347.849,pass,C,0.00,0.000,20D,Pass2,22-11-21,CAEN,0.49,9227,OK,22/12/09,5,OK,UM BIS5A12 
19671,MSU21348,IHEP,2022-11-18,0.00E+00,0.00,PASS,22-12-14,1624.84,93.0,347.849,pass,C,0.70,-5.030,26D,Pass2,22-11-23,CAEN,-0.03,7238,OK,22/12/14,3,OK,UM BIS5A12 
